,store,sido,gungu,store_address,_merge
519,대신점,경기도,여주시,경기도 여주군 대신면 여양로 1456-4,both
520,산북점,경기도,여주시,경기도 여주군 산북면 상품로 99,both
521,상리점,경기도,여주시,경기도 여주군 여주읍 청심로 232,both
522,여주점,경기도,여주시,경기도 여주군 여주읍 여흥로 97,both
523,오학점,경기도,여주시,경기도 여주군 여주읍 현암2길28-11,both
524,점동점,경기도,여주시,경기도 여주군 점동면 청안로 134,both
525,가남점,경기도,여주시,경기도 여주군 가남면 태평중앙1길 8-6,both
526,대신점,경기도,여주시,경기도 여주군 대신면 여양로 1456-4,both
527,산북점,경기도,여주시,경기도 여주군 산북면 상품로 99,both
528,상리점,경기도,여주시,경기도 여주군 여주읍 청심로 232,both
529,여주점,경기도,여주시,경기도 여주군 여주읍 여흥로 97,both
530,오학점,경기도,여주시,경기도 여주군 여주읍 현암2길28-11,both
531,점동점,경기도,여주시,경기도 여주군 점동면 청안로 134,both
532,가래비점,경기도,양주시,경기도 양주시 광적면 가납리 가래비길 24,both
533,고읍점,경기도,양주시,"경기도 양주시 고읍남로39번길 71, 104(광사동)",both
534,덕정점,경기도,양주시,경기도 양주시 덕정길 23,both
535,백석점,경기도,양주시,경기도 양주시 백석읍 양주산성로 ,both
536,봉암리점,경기도,양주시,경기도 양주시 은현면 은현로 521,both
537,옥정점,경기도,양주시,"경기도 양주시 옥정동로 162, 율정동율정마을13단지상가",both
538,가래비점,경기도,양주시,경기도 양주시 광적면 가납리 가래비길 24,both
539,고읍점,경기도,양주시,"경기도 양주시 고읍남로39번길 71, 104(광사동)",both
540,덕정점,경기도,양주시,경기도 양주시 덕정길 23,both
541,백석점,경기도,양주시,경기도 양주시 백석읍 양주산성로 ,both
542,봉암리점,경기도,양주시,경기도 양주시 은현면 은현로 521,both
543,옥정점,경기도,양주시,"경기도 양주시 옥정동로 162, 율정동율정마을13단지상가",both
544,가산점,경기도,포천시,"경기도 포천시 가산면 가산로 369(1층, 서편 2번째칸)",both
545,선단점,경기도,포천시,경기도 포천시 호국로 995,both
546,양문점,경기도,포천시,경기도 포천시 영중면 양문로 98-1,both
547,운천점,경기도,포천시,경기도 포천시 영북면 운천로 10,both
548,운천한화점,경기도,포천시,경기도 포천시 영북면 산정리 454-4,both
549,이동점,경기도,포천시,경기도 포천시 이동면 화동로 2105,both
550,일동점,경기도,포천시,경기도 포천시 일동면 회동로 1073,both
551,초가점,경기도,포천시,경기도 포천시 소흘읍 검바위길 84,both
552,포천점,경기도,포천시,경기도 포천시 중앙로 184,both
553,가산점,경기도,포천시,"경기도 포천시 가산면 가산로 369(1층, 서편 2번째칸)",both
554,선단점,경기도,포천시,경기도 포천시 호국로 995,both
555,양문점,경기도,포천시,경기도 포천시 영중면 양문로 98-1,both
556,운천점,경기도,포천시,경기도 포천시 영북면 운천로 10,both
557,운천한화점,경기도,포천시,경기도 포천시 영북면 산정리 454-4,both
558,이동점,경기도,포천시,경기도 포천시 이동면 화동로 2105,both
559,일동점,경기도,포천시,경기도 포천시 일동면 회동로 1073,both
560,초가점,경기도,포천시,경기도 포천시 소흘읍 검바위길 84,both
561,포천점,경기도,포천시,경기도 포천시 중앙로 184,both
562,가수원점,대전광역시,서구,대전광역시 서구 가수원동 774-18,both
563,가장점,대전광역시,서구,대전광역시 서구 가장동 40-40,both
564,갈마점,대전광역시,서구,대전광역시 서구 갈마로 60(갈마동),both
565,관저1점,대전광역시,서구,대전광역시 서구 관저동 981 원앙쇼핑109호,both
566,관저2점,대전광역시,서구,대전광역시 서구 관저동 1137-1 구봉5단지상가 103호,both
567,괴정1점,대전광역시,서구,대전광역시 서구 괴정동 130-3,both
568,내동2점,대전광역시,서구,대전광역시 서구 내동 169-10,both
569,대전용문점,대전광역시,서구,대전광역시 서구 괴정동 48-6,both
570,도마점,대전광역시,서구,대전광역시 서구 도마1동 129-30,both
571,둔산1점,대전광역시,서구,대전광역시 서구 둔산동 991 국화동성@상가 202호,both
572,둔산2점,대전광역시,서구,대전광역시 서구 둔산3동 1972번지,both
573,만년점,대전광역시,서구,대전광역시 서구 만년로16번길 27(만년동),both
574,복수점,대전광역시,서구,대전광역시 서구 복수동 283-397,both
575,샘머리점,대전광역시,서구,대전광역시 서구 둔산동 908 상록스토아 306,both
576,월평점,대전광역시,서구,대전광역시 서구 월평동 1154,both
577,정림점,대전광역시,서구,대전광역시 서구 정림동 666번지,both
578,탄방점,대전광역시,서구,대전광역시 서구 탄방동 804,both
579,가수원점,대전광역시,서구,대전광역시 서구 가수원동 774-18,both
580,가장점,대전광역시,서구,대전광역시 서구 가장동 40-40,both
581,갈마점,대전광역시,서구,대전광역시 서구 갈마로 60(갈마동),both
582,관저1점,대전광역시,서구,대전광역시 서구 관저동 981 원앙쇼핑109호,both
583,관저2점,대전광역시,서구,대전광역시 서구 관저동 1137-1 구봉5단지상가 103호,both
584,괴정1점,대전광역시,서구,대전광역시 서구 괴정동 130-3,both
585,내동2점,대전광역시,서구,대전광역시 서구 내동 169-10,both
586,대전용문점,대전광역시,서구,대전광역시 서구 괴정동 48-6,both
587,도마점,대전광역시,서구,대전광역시 서구 도마1동 129-30,both
588,둔산1점,대전광역시,서구,대전광역시 서구 둔산동 991 국화동성@상가 202호,both
589,둔산2점,대전광역시,서구,대전광역시 서구 둔산3동 1972번지,both
590,만년점,대전광역시,서구,대전광역시 서구 만년로16번길 27(만년동),both
591,복수점,대전광역시,서구,대전광역시 서구 복수동 283-397,both
592,샘머리점,대전광역시,서구,대전광역시 서구 둔산동 908 상록스토아 306,both
593,월평점,대전광역시,서구,대전광역시 서구 월평동 1154,both
594,정림점,대전광역시,서구,대전광역시 서구 정림동 666번지,both
595,탄방점,대전광역시,서구,대전광역시 서구 탄방동 804,both
596,가오점,대전광역시,동구,대전광역시 동구 가오동 533,both
597,대전터미널점,대전광역시,동구,대전광역시 동구 용전동 동서대로 1695번길 106,both
598,비래가양점,대전광역시,동구,대전광역시 동구 가양2동 47-64,both
599,용운점,대전광역시,동구,대전광역시 동구 용운동 307-11,both
600,용전점,대전광역시,동구,"대전광역시 동구 계족로 481(용전동, 1층)",both
601,인동점(대전),대전광역시,동구,대전광역시 동구 인동 147-7,both
602,자양점,대전광역시,동구,대전광역시 동구 자양동 190-36,both
603,판암2점,대전광역시,동구,대전광역시 동구 판암동 234 6단지상가 101,both
604,홍도점,대전광역시,동구,대전광역시 동구 홍도동 72-32,both
605,가오점,대전광역시,동구,대전광역시 동구 가오동 533,both
606,대전터미널점,대전광역시,동구,대전광역시 동구 용전동 동서대로 1695번길 106,both
607,비래가양점,대전광역시,동구,대전광역시 동구 가양2동 47-64,both
608,용운점,대전광역시,동구,대전광역시 동구 용운동 307-11,both
609,용전점,대전광역시,동구,"대전광역시 동구 계족로 481(용전동, 1층)",both
610,인동점(대전),대전광역시,동구,대전광역시 동구 인동 147-7,both
611,자양점,대전광역시,동구,대전광역시 동구 자양동 190-36,both
612,판암2점,대전광역시,동구,대전광역시 동구 판암동 234 6단지상가 101,both
613,홍도점,대전광역시,동구,대전광역시 동구 홍도동 72-32,both
614,가운점,경기도,남양주시,경기도 남양주시 가운로2길 63 가운동삼원프라자 105호,both
615,광릉내점,경기도,남양주시,경기도 남양주시 진접읍 광릉내로 81,both
616,금곡점,경기도,남양주시,경기도 남양주시 금곡로 49,both
617,남양주도곡점,경기도,남양주시,경기도 남양주시 와부읍 덕소로 194-14,both
618,마석점,경기도,남양주시,"경기도 남양주시 화도읍 비룡로 185-20, 210(삼진상가2층)",both
619,별내점,경기도,남양주시,경기도 남양주시 별내중앙로26 111호,both
620,오남리점,경기도,남양주시,경기도 남양주시 오남읍 진건오남로 626,both
621,장현점,경기도,남양주시,"경기도 남양주시 진접읍 봉현로36번길, 2",both
622,창현점,경기도,남양주시,경기도 남양주시 화도읍 탕헌로 749 신명상가 108호,both
623,천마점,경기도,남양주시,경기도 남양주시 화도읍 멋갓로28번길 36,both
624,퇴계원점,경기도,남양주시,경기도 남양주시 퇴계원면 경춘북로 520번길 4,both
625,평내점,경기도,남양주시,경기도 남양주시 경춘로 1302,both
626,가운점,경기도,남양주시,경기도 남양주시 가운로2길 63 가운동삼원프라자 105호,both
627,광릉내점,경기도,남양주시,경기도 남양주시 진접읍 광릉내로 81,both
628,금곡점,경기도,남양주시,경기도 남양주시 금곡로 49,both
629,남양주도곡점,경기도,남양주시,경기도 남양주시 와부읍 덕소로 194-14,both
630,마석점,경기도,남양주시,"경기도 남양주시 화도읍 비룡로 185-20, 210(삼진상가2층)",both
631,별내점,경기도,남양주시,경기도 남양주시 별내중앙로26 111호,both
632,오남리점,경기도,남양주시,경기도 남양주시 오남읍 진건오남로 626,both
633,장현점,경기도,남양주시,"경기도 남양주시 진접읍 봉현로36번길, 2",both
634,창현점,경기도,남양주시,경기도 남양주시 화도읍 탕헌로 749 신명상가 108호,both
635,천마점,경기도,남양주시,경기도 남양주시 화도읍 멋갓로28번길 36,both
636,퇴계원점,경기도,남양주시,경기도 남양주시 퇴계원면 경춘북로 520번길 4,both
637,평내점,경기도,남양주시,경기도 남양주시 경춘로 1302,both
638,가정지구1점,인천광역시,서구,인천광역시 서구 봉오재2로 37 104호,both
639,가좌3점,인천광역시,서구,인천광역시 서구 가석로156번길 23-1,both
640,검단점,인천광역시,서구,인천광역시 서구 마전동 861,both
641,검암경서점,인천광역시,서구,인천광역시 서구 검암동 643-2 우주프라자 104,both
642,불노지구점,인천광역시,서구,인천광역시 서구 검단로 836 불로월드타운 1층 65호,both
643,석남점,인천광역시,서구,인천광역시 서구 석남동 457-7,both
644,신현점,인천광역시,서구,인천광역시 서구 원창로239번길 4(가정동),both
645,심곡점,인천광역시,서구,인천광역시 서구 심곡로 170 상가동 1층 103호,both
646,율도점,인천광역시,서구,인천광역시 서구 신현동 173-35,both
647,청라2점,인천광역시,서구,인천광역시 서구 청라루비로 144번길 6-6,both
648,한신점,인천광역시,서구,인천광역시 서구 서곶로 12 한신종합상가 208호,both
649,가정지구1점,인천광역시,서구,인천광역시 서구 봉오재2로 37 104호,both
650,가좌3점,인천광역시,서구,인천광역시 서구 가석로156번길 23-1,both
651,검단점,인천광역시,서구,인천광역시 서구 마전동 861,both
652,검암경서점,인천광역시,서구,인천광역시 서구 검암동 643-2 우주프라자 104,both
653,불노지구점,인천광역시,서구,인천광역시 서구 검단로 836 불로월드타운 1층 65호,both
654,석남점,인천광역시,서구,인천광역시 서구 석남동 457-7,both
655,신현점,인천광역시,서구,인천광역시 서구 원창로239번길 4(가정동),both
656,심곡점,인천광역시,서구,인천광역시 서구 심곡로 170 상가동 1층 103호,both
657,율도점,인천광역시,서구,인천광역시 서구 신현동 173-35,both
658,청라2점,인천광역시,서구,인천광역시 서구 청라루비로 144번길 6-6,both
659,한신점,인천광역시,서구,인천광역시 서구 서곶로 12 한신종합상가 208호,both
660,가평역전점,경기도,가평군,경기도 가평군 가평읍 굴다리길 13,both
661,가평점,경기도,가평군,경기도 가평군 가평읍 가화로 125-1,both
662,가평현리점,경기도,가평군,"경기도 가평군 하면 현창로38번길, 6-1",both
663,설악면점,경기도,가평군,경기도 가평군 설악면 신천 중앙로 131,both
664,가평역전점,경기도,가평군,경기도 가평군 가평읍 굴다리길 13,both
665,가평점,경기도,가평군,경기도 가평군 가평읍 가화로 125-1,both
666,가평현리점,경기도,가평군,"경기도 가평군 하면 현창로38번길, 6-1",both
667,설악면점,경기도,가평군,경기도 가평군 설악면 신천 중앙로 131,both
668,각화주공점,광주광역시,북구,광주광역시 북구 각화동 202번지 주공@상가 107호,both
669,전대점,광주광역시,북구,"광주광역시 북구 서양로41번길 8, 1층(중흥동)",both
670,각화주공점,광주광역시,북구,광주광역시 북구 각화동 202번지 주공@상가 107호,both
671,전대점,광주광역시,북구,"광주광역시 북구 서양로41번길 8, 1층(중흥동)",both
672,간현점,강원도,원주시,강원도 원주시 지정면 간현로 188,both
673,개운점,강원도,원주시,강원도 원주시 송림길 48-10(개운동),both
674,건등점,강원도,원주시,강원도 원주시 문막읍 동화초교길 38,both
675,구곡현대점,강원도,원주시,강원도 원주시 남원로 492-14(단구동1576-3),both
676,남부점,강원도,원주시,강원도 원주시 남원로 617-2(명륜동),both
677,단계점,강원도,원주시,강원도 원주시 원문로 89 (학성동),both
678,단계택지점,강원도,원주시,강원도 원주시 금불3길 34(단계동),both
679,단관점,강원도,원주시,강원도 원주시 단관길 163(관설동),both
680,단구점,강원도,원주시,강원도 원주시 치악로 1596(단구동),both
681,도영점,강원도,원주시,강원도 원주시 남원로 527번길 6-34(명륜동),both
682,동보점,강원도,원주시,강원도 원주시 진광길 30(우산동),both
683,무실점,강원도,원주시,강원도 원주시 시청로 88(무실동),both
684,문막점,강원도,원주시,강원도 원주시 문막읍 문막시장1길 55-2,both
685,봉산점,강원도,원주시,강원도 원주시 치악로 1867 (봉산동),both
686,부론점,강원도,원주시,강원도 원주시 부론면 법천시장길 66-11,both
687,삼광점,강원도,원주시,강원도 원주시 행구로 91(봉산동),both
688,신림점(원주),강원도,원주시,강원도 원주시 신림면 신림황둔로 4,both
689,오크밸리점,강원도,원주시,강원도 원주시    ,both
690,원동일산점,강원도,원주시,"강원도 원주시 무실로 96, 1층 (일산동)",both
691,원주역전점,강원도,원주시,강원도 원주시 원일로 208(학성동),both
692,자유점,강원도,원주시,"강원도 원주시 자유시장길 7, 22-3(중앙동)",both
693,장양리점,강원도,원주시,강원도 원주시 소초면 장막1길 7,both
694,진우점,강원도,원주시,강원도 원주시 현충로 282(태장동),both
695,태장점,강원도,원주시,강원도 원주시 북원로 2696(태장동),both
696,평원점,강원도,원주시,강원도 원주시 평원로 67(평원동),both
697,학성점,강원도,원주시,강원도 원주시 천사로 164(일산동),both
698,흥업점,강원도,원주시,강원도 원주시 흥업면 남원로 82,both
699,간현점,강원도,원주시,강원도 원주시 지정면 간현로 188,both
700,개운점,강원도,원주시,강원도 원주시 송림길 48-10(개운동),both
701,건등점,강원도,원주시,강원도 원주시 문막읍 동화초교길 38,both
702,구곡현대점,강원도,원주시,강원도 원주시 남원로 492-14(단구동1576-3),both
703,남부점,강원도,원주시,강원도 원주시 남원로 617-2(명륜동),both
704,단계점,강원도,원주시,강원도 원주시 원문로 89 (학성동),both
705,단계택지점,강원도,원주시,강원도 원주시 금불3길 34(단계동),both
706,단관점,강원도,원주시,강원도 원주시 단관길 163(관설동),both
707,단구점,강원도,원주시,강원도 원주시 치악로 1596(단구동),both
708,도영점,강원도,원주시,강원도 원주시 남원로 527번길 6-34(명륜동),both
709,동보점,강원도,원주시,강원도 원주시 진광길 30(우산동),both
710,무실점,강원도,원주시,강원도 원주시 시청로 88(무실동),both
711,문막점,강원도,원주시,강원도 원주시 문막읍 문막시장1길 55-2,both
712,봉산점,강원도,원주시,강원도 원주시 치악로 1867 (봉산동),both
713,부론점,강원도,원주시,강원도 원주시 부론면 법천시장길 66-11,both
714,삼광점,강원도,원주시,강원도 원주시 행구로 91(봉산동),both
715,신림점(원주),강원도,원주시,강원도 원주시 신림면 신림황둔로 4,both
716,오크밸리점,강원도,원주시,강원도 원주시    ,both
717,원동일산점,강원도,원주시,"강원도 원주시 무실로 96, 1층 (일산동)",both
718,원주역전점,강원도,원주시,강원도 원주시 원일로 208(학성동),both
719,자유점,강원도,원주시,"강원도 원주시 자유시장길 7, 22-3(중앙동)",both
720,장양리점,강원도,원주시,강원도 원주시 소초면 장막1길 7,both
721,진우점,강원도,원주시,강원도 원주시 현충로 282(태장동),both
722,태장점,강원도,원주시,강원도 원주시 북원로 2696(태장동),both
723,평원점,강원도,원주시,강원도 원주시 평원로 67(평원동),both
724,학성점,강원도,원주시,강원도 원주시 천사로 164(일산동),both
725,흥업점,강원도,원주시,강원도 원주시 흥업면 남원로 82,both
726,갈곶원동점,경기도,오산시,경기도 오산시 갈곶동 126-23,both
727,남촌점,경기도,오산시,경기도 오산시 오산동 614-23,both
728,대우궐동점,경기도,오산시,경기도 오산시 수청동 518-9,both
729,오산1점,경기도,오산시,경기도 오산시 오산로 190번길 24,both
730,오산2점,경기도,오산시,경기도 오산시 원동 761-2,both
731,갈곶원동점,경기도,오산시,경기도 오산시 갈곶동 126-23,both
732,남촌점,경기도,오산시,경기도 오산시 오산동 614-23,both
733,대우궐동점,경기도,오산시,경기도 오산시 수청동 518-9,both
734,오산1점,경기도,오산시,경기도 오산시 오산로 190번길 24,both
735,오산2점,경기도,오산시,경기도 오산시 원동 761-2,both
736,갈산점,인천광역시,부평구,인천광역시 부평구 갈산동 364-4,both
737,대우점,인천광역시,부평구,인천광역시 부평구 산곡동 26-44 1층,both
738,동암남점,인천광역시,부평구,인천광역시 부평구 경인로701번길 43 1층,both
739,부개주공점,인천광역시,부평구,인천광역시 부평구 부개동 12-380 부개택지개발 1블럭,both
740,부평남부점,인천광역시,부평구,인천광역시 부평구 부평6동 654-1,both
741,산곡2점,인천광역시,부평구,인천광역시 부평구 화랑북로 6-2. 1층(산곡동),both
742,삼산점,인천광역시,부평구,인천광역시 부평구 삼산동 201-3,both
743,십정2점,인천광역시,부평구,인천광역시 부평구 이규보로95번길 14,both
744,십정점,인천광역시,부평구,"인천광역시 부평구 배곶남로21번길 1, 1층",both
745,일신점,인천광역시,부평구,인천광역시 부평구 일신로 11,both
746,청천2점,인천광역시,부평구,인천광역시 부평구 청천2동 11-35,both
747,갈산점,인천광역시,부평구,인천광역시 부평구 갈산동 364-4,both
748,대우점,인천광역시,부평구,인천광역시 부평구 산곡동 26-44 1층,both
749,동암남점,인천광역시,부평구,인천광역시 부평구 경인로701번길 43 1층,both
750,부개주공점,인천광역시,부평구,인천광역시 부평구 부개동 12-380 부개택지개발 1블럭,both
751,부평남부점,인천광역시,부평구,인천광역시 부평구 부평6동 654-1,both
752,산곡2점,인천광역시,부평구,인천광역시 부평구 화랑북로 6-2. 1층(산곡동),both
753,삼산점,인천광역시,부평구,인천광역시 부평구 삼산동 201-3,both
754,십정2점,인천광역시,부평구,인천광역시 부평구 이규보로95번길 14,both
755,십정점,인천광역시,부평구,"인천광역시 부평구 배곶남로21번길 1, 1층",both
756,일신점,인천광역시,부평구,인천광역시 부평구 일신로 11,both
757,청천2점,인천광역시,부평구,인천광역시 부평구 청천2동 11-35,both
758,갈산점(이천),경기도,이천시,"경기도 이천시 갈산로 81(갈산동, 102)",both
759,고담리점,경기도,이천시,경기도 이천시 대월면 대산로288번길 72,both
760,단월동점,경기도,이천시,경기도 이천시 단월로 29(단월동),both
761,모가점,경기도,이천시,경기도 이천시 모가면 진상미로 1257(성광주택),both
762,부발점,경기도,이천시,경기도 이천시 부발읍 무촌로 137,both
763,사동리점,경기도,이천시,경기도 이천시 대월면 사동로 162,both
764,설봉점,경기도,이천시,경기도 이천시 향교로 106(창전동),both
765,설성점,경기도,이천시,경기도 이천시 설성면 설장로 12-1(금성빌딩),both
766,신둔점,경기도,이천시,경기도 이천시 신둔면 경춘대로 3155,both
767,이천중앙점,경기도,이천시,경기도 이천시 서희로 37(중리동),both
768,이천현대점,경기도,이천시,"경기도 이천시 부발읍 경충대로2110번길, 14",both
769,장호원점,경기도,이천시,경기도 이천시 장호원읍 샘재로147번길 26,both
770,갈산점(이천),경기도,이천시,"경기도 이천시 갈산로 81(갈산동, 102)",both
771,고담리점,경기도,이천시,경기도 이천시 대월면 대산로288번길 72,both
772,단월동점,경기도,이천시,경기도 이천시 단월로 29(단월동),both
773,모가점,경기도,이천시,경기도 이천시 모가면 진상미로 1257(성광주택),both
774,부발점,경기도,이천시,경기도 이천시 부발읍 무촌로 137,both
775,사동리점,경기도,이천시,경기도 이천시 대월면 사동로 162,both
776,설봉점,경기도,이천시,경기도 이천시 향교로 106(창전동),both
777,설성점,경기도,이천시,경기도 이천시 설성면 설장로 12-1(금성빌딩),both
778,신둔점,경기도,이천시,경기도 이천시 신둔면 경춘대로 3155,both
779,이천중앙점,경기도,이천시,경기도 이천시 서희로 37(중리동),both
780,이천현대점,경기도,이천시,"경기도 이천시 부발읍 경충대로2110번길, 14",both
781,장호원점,경기도,이천시,경기도 이천시 장호원읍 샘재로147번길 26,both
782,갈산점(홍성),충청남도,홍성군,충청남도 홍성군 갈산면 상촌리 243,both
783,광천점,충청남도,홍성군,충청남도 홍성군 광천읍 광천리 244-7,both
784,내포1점,충청남도,홍성군,충청남도 홍성군 홍북면 애향2길 2,both
785,월산부영점,충청남도,홍성군,충청남도 홍성군 홍성읍 월산로30번길 6,both
786,홍성2점,충청남도,홍성군,충청남도 홍성군 홍성읍 조양로 190,both
787,홍성주공점,충청남도,홍성군,충청남도 홍성군 홍성읍 문화로72번길 92,both
788,갈산점(홍성),충청남도,홍성군,충청남도 홍성군 갈산면 상촌리 243,both
789,광천점,충청남도,홍성군,충청남도 홍성군 광천읍 광천리 244-7,both
790,내포1점,충청남도,홍성군,충청남도 홍성군 홍북면 애향2길 2,both
791,월산부영점,충청남도,홍성군,충청남도 홍성군 홍성읍 월산로30번길 6,both
792,홍성2점,충청남도,홍성군,충청남도 홍성군 홍성읍 조양로 190,both
793,홍성주공점,충청남도,홍성군,충청남도 홍성군 홍성읍 문화로72번길 92,both
794,감곡점,충청북도,음성군,충청북도 음성군 감곡면 장감로 142,both
795,금왕점,충청북도,음성군,충청북도 음성군 금왕읍 탑골길 20,both
796,대소점,충청북도,음성군,"충청북도 음성군 대소면 오태로99번길, 42342",both
797,음성점,충청북도,음성군,충청북도 음성군 음성읍 문화길 6,both
798,감곡점,충청북도,음성군,충청북도 음성군 감곡면 장감로 142,both
799,금왕점,충청북도,음성군,충청북도 음성군 금왕읍 탑골길 20,both
800,대소점,충청북도,음성군,"충청북도 음성군 대소면 오태로99번길, 42342",both
801,음성점,충청북도,음성군,충청북도 음성군 음성읍 문화길 6,both
802,강경점,충청남도,논산시,충청남도 논산시 강경읍 대흥리 19-3,both
803,논산1점,충청남도,논산시,충청남도 논산시 중앙로 461(반월동),both
804,논산2점,충청남도,논산시,충청남도 논산시 취암동 610-2,both
805,논산주공점,충청남도,논산시,"충청남도 논산시 논산대로 348번길 7, 상가-101(취암동,주공아파트)",both
806,연무대점,충청남도,논산시,충청남도 논산시 연무읍 안심로 127,both
807,강경점,충청남도,논산시,충청남도 논산시 강경읍 대흥리 19-3,both
808,논산1점,충청남도,논산시,충청남도 논산시 중앙로 461(반월동),both
809,논산2점,충청남도,논산시,충청남도 논산시 취암동 610-2,both
810,논산주공점,충청남도,논산시,"충청남도 논산시 논산대로 348번길 7, 상가-101(취암동,주공아파트)",both
811,연무대점,충청남도,논산시,충청남도 논산시 연무읍 안심로 127,both
812,강구점,경상북도,영덕군,경상북도 영덕군 강구면 강구리 453번지,both
813,영덕점,경상북도,영덕군,경상북도 영덕군 영덕읍 중앙길 120-3,both
814,영해점,경상북도,영덕군,경상북도 영덕군 영해면 성내리 470-31,both
815,축산점,경상북도,영덕군,경상북도 영덕군 축산면 축산리 86-18,both
816,강구점,경상북도,영덕군,경상북도 영덕군 강구면 강구리 453번지,both
817,영덕점,경상북도,영덕군,경상북도 영덕군 영덕읍 중앙길 120-3,both
818,영해점,경상북도,영덕군,경상북도 영덕군 영해면 성내리 470-31,both
819,축산점,경상북도,영덕군,경상북도 영덕군 축산면 축산리 86-18,both
820,강남대점,경기도,용인시,경기도 용인시기흥구 강남동로 114번 22,both
821,고매리점,경기도,용인시,경기도 용인시기흥구 고매동 722-2,both
822,구성마북점,경기도,용인시,경기도 용인시기흥구 연원로 5(마북동),both
823,동문점,경기도,용인시,경기도 용인시수지구 수풍로 53(풍덕천동),both
824,동천동점,경기도,용인시,경기도 용인시수지구 고기로45번길 58 동문그린아파트 상가101호,both
825,둔전점,경기도,용인시,경기도 용인시처인구 금어로 2(유방동),both
826,마평리점,경기도,용인시,경기도 용인시처인구 금령로 129(마평동),both
827,모현점,경기도,용인시,경기도 용인시처인구 모현면 외대로 36,both
828,보라점,경기도,용인시,경기도 용인시기흥구 사은로 116,both
829,서천점(용인),경기도,용인시,"경기도 용인시기흥구 예현로35번길  서천동,1층",both
830,수지2점,경기도,용인시,경기도 용인시수지구 포은대로 298(상현동),both
831,수지점,경기도,용인시,경기도 용인시수지구 풍덕천로 188-1(풍덕천동),both
832,신갈점,경기도,용인시,경기도 용인시기흥구 신갈동 28-9,both
833,역북점,경기도,용인시,경기도 용인시처인구 역북동 중부대로1299번길 12 ,both
834,용인구성점,경기도,용인시,경기도 용인시기흥구 구성로 176(언남동),both
835,전대리점,경기도,용인시,"경기도 용인시처인구 포곡읍 전대로78번길, 1-3",both
836,죽전점,경기도,용인시,경기도 용인시수지구 대지로 62 104(죽전동),both
837,천리점,경기도,용인시,경기도 용인시처인구 이동면 백옥대로 623,both
838,강남대점,경기도,용인시,경기도 용인시기흥구 강남동로 114번 22,both
839,고매리점,경기도,용인시,경기도 용인시기흥구 고매동 722-2,both
840,구성마북점,경기도,용인시,경기도 용인시기흥구 연원로 5(마북동),both
841,동문점,경기도,용인시,경기도 용인시수지구 수풍로 53(풍덕천동),both
842,동천동점,경기도,용인시,경기도 용인시수지구 고기로45번길 58 동문그린아파트 상가101호,both
843,둔전점,경기도,용인시,경기도 용인시처인구 금어로 2(유방동),both
844,마평리점,경기도,용인시,경기도 용인시처인구 금령로 129(마평동),both
845,모현점,경기도,용인시,경기도 용인시처인구 모현면 외대로 36,both
846,보라점,경기도,용인시,경기도 용인시기흥구 사은로 116,both
847,서천점(용인),경기도,용인시,"경기도 용인시기흥구 예현로35번길  서천동,1층",both
848,수지2점,경기도,용인시,경기도 용인시수지구 포은대로 298(상현동),both
849,수지점,경기도,용인시,경기도 용인시수지구 풍덕천로 188-1(풍덕천동),both
850,신갈점,경기도,용인시,경기도 용인시기흥구 신갈동 28-9,both
851,역북점,경기도,용인시,경기도 용인시처인구 역북동 중부대로1299번길 12 ,both
852,용인구성점,경기도,용인시,경기도 용인시기흥구 구성로 176(언남동),both
853,전대리점,경기도,용인시,"경기도 용인시처인구 포곡읍 전대로78번길, 1-3",both
854,죽전점,경기도,용인시,경기도 용인시수지구 대지로 62 104(죽전동),both
855,천리점,경기도,용인시,경기도 용인시처인구 이동면 백옥대로 623,both
856,강릉교동점,강원도,강릉시,강원도 강릉시 강릉대로 269 (교동),both
857,강릉대점,강원도,강릉시,강원도 강릉시  율곡초교길39번길 27,both
858,강릉서부점,강원도,강릉시,강원도 강릉시 임영로 170-3(임당동),both
859,강릉옥계점,강원도,강릉시,"강원도 강릉시 옥계면 현내시장길 52, 1/2",both
860,강릉옥천동점,강원도,강릉시,강원도 강릉시 동부시장길 45(옥천동),both
861,강릉유천점,강원도,강릉시,강원도 강릉시  선수촌로 63번길 우미린상가106,both
862,경포대점,강원도,강릉시,강원도 강릉시 경포로 489-6(안현동),both
863,내곡동점,강원도,강릉시,강원도 강릉시 관대길 70,both
864,노암점,강원도,강릉시,강원도 강릉시 노가니길 1(노암동),both
865,도립대점,강원도,강릉시,강원도 강릉시  주문진읍 연주로 261-1,both
866,주문진점,강원도,강릉시,강원도 강릉시 주문진읍 주문로 117,both
867,포남동점,강원도,강릉시,강원도 강릉시 포남동 강릉대로527번길 15,both
868,포남로얄점,강원도,강릉시,강원도 강릉시 경강로 2265(포남동),both
869,강릉교동점,강원도,강릉시,강원도 강릉시 강릉대로 269 (교동),both
870,강릉대점,강원도,강릉시,강원도 강릉시  율곡초교길39번길 27,both
871,강릉서부점,강원도,강릉시,강원도 강릉시 임영로 170-3(임당동),both
872,강릉옥계점,강원도,강릉시,"강원도 강릉시 옥계면 현내시장길 52, 1/2",both
873,강릉옥천동점,강원도,강릉시,강원도 강릉시 동부시장길 45(옥천동),both
874,강릉유천점,강원도,강릉시,강원도 강릉시  선수촌로 63번길 우미린상가106,both
